fullname,part_of
Lophostoma evotis,Mammalia
Lophostoma brasiliense,Mammalia
Lonchorhina inusitata,Mammalia
Glyphonycteris sylvestris,Mammalia
Glyphonycteris daviesi,Mammalia
Glyphonycteris behnii,Mammalia
Anoura luismanueli,Mammalia
Phyllonycteris major,Mammalia
Lampronycteris brachyotis,Mammalia
Nycteris parisii,Mammalia
Nycteris vinsoni,Mammalia
Nycteris madagascariensis,Mammalia
Nycteris aurita,Mammalia
Peropteryx trinitatis,Mammalia
Centronycteris centralis,Mammalia
Taphozous troughtoni,Mammalia
Emballonura serii,Mammalia
Rhinopoma macinnesi,Mammalia
Taphozous achates,Mammalia
Rhinopoma hardwickii,Mammalia
Triaenops rufus,Mammalia
Hipposideros vittatus,Mammalia
Saccopteryx antioquensis,Mammalia
Hipposideros thomensis,Mammalia
Hipposideros sumbae,Mammalia
Hipposideros sorenseni,Mammalia
Hipposideros scutinares,Mammalia
Hipposideros rotalis,Mammalia
Hipposideros pelingensis,Mammalia
Hipposideros orbiculus,Mammalia
Hipposideros madurae,Mammalia
Hipposideros hypophyllus,Mammalia
Hipposideros inornatus,Mammalia
Hipposideros grandis,Mammalia
Hipposideros gigas,Mammalia
Hipposideros edwardshilli,Mammalia
Hipposideros demissus,Mammalia
Hipposideros durgadasi,Mammalia
Coelops frithii,Mammalia
Rhinolophus ziama,Mammalia
Rhinolophus siamensis,Mammalia
Rhinolophus sinicus,Mammalia
Rhinolophus shortridgei,Mammalia
Rhinolophus ruwenzorii,Mammalia
Rhinolophus sakejiensis,Mammalia
Rhinolophus montanus,Mammalia
Rhinolophus maendeleo,Mammalia
Rhinolophus madurensis,Mammalia
Rhinolophus hildebrandtii,Mammalia
Rhinolophus formosae,Mammalia
Rhinolophus convexus,Mammalia
Rousettus linduensis,Mammalia
Rousettus leschenaultii,Mammalia
Pteropus yapensis,Mammalia
Rousettus bidens,Mammalia
Pteropus ualanus,Mammalia
Pteropus temminckii,Mammalia
Pteropus rennelli,Mammalia
Pteropus pelewensis,Mammalia
Pteropus loochoensis,Mammalia
Pteropus keyensis,Mammalia
Pteropus intermedius,Mammalia
Pteropus cognatus,Mammalia
Pteropus gilliardorum,Mammalia
Pteropus capistratus,Mammalia
Pteropus aruensis,Mammalia
Pteralopex taki,Mammalia
Plerotes anchietae,Mammalia
Paranyctimene tenax,Mammalia
Notopteris neocaledonica,Mammalia
Nyctimene keasti,Mammalia
Melonycteris fardoulisi,Mammalia
Nanonycteris veldkampii,Mammalia
Lissonycteris angolensis,Mammalia
Epomops dobsonii,Mammalia
Epomophorus minor,Mammalia
Epomophorus crypturus,Mammalia
Eonycteris robusta,Mammalia
Dobsonia peronii,Mammalia
Dyacopterus brooksi,Mammalia
Dobsonia magna,Mammalia
Dobsonia anderseni,Mammalia
Dobsonia crenulata,Mammalia
Cynopterus luzoniensis,Mammalia
Cynopterus minutus,Mammalia
Cynopterus horsfieldii,Mammalia
Aethalops aequalis,Mammalia
Trachypithecus shortridgei,Mammalia
Trachypithecus poliocephalus,Mammalia
Chlorocebus cynosuros,Mammalia
Trachypithecus laotum,Mammalia
Propithecus deckenii,Mammalia
Chiropotes israelita,Mammalia
Gorilla beringei,Mammalia
Brachyteles hypoxanthus,Mammalia
Symphalangus syndactylus,Mammalia
Nomascus gabriellae,Mammalia
Nomascus siki,Mammalia
Pongo abelii,Mammalia
Nomascus annamensis,Mammalia
Nomascus nasutus,Mammalia
Nomascus leucogenys,Mammalia
Nomascus hainanus,Mammalia
Nomascus concolor,Mammalia
Hylobates albibarbis,Mammalia
Hoolock leuconedys,Mammalia
Hoolock hoolock,Mammalia
Trachypithecus hatinhensis,Mammalia
Trachypithecus delacouri,Mammalia
Trachypithecus leucocephalus,Mammalia
Trachypithecus ebenus,Mammalia
Trachypithecus barbei,Mammalia
Trachypithecus germaini,Mammalia
Trachypithecus selangorensis,Mammalia
Semnopithecus hypoleucos,Mammalia
Semnopithecus johnii,Mammalia
Semnopithecus priam,Mammalia
Semnopithecus vetulus,Mammalia
Semnopithecus hector,Mammalia
Semnopithecus schistaceus,Mammalia
Semnopithecus ajax,Mammalia
Rhinopithecus strykeri,Mammalia
Simias concolor,Mammalia
Rhinopithecus brelichi,Mammalia
Rhinopithecus bieti,Mammalia
Rhinopithecus avunculus,Mammalia
Rhinopithecus roxellana,Mammalia
Presbytis natunae,Mammalia
Presbytis siamensis,Mammalia
Presbytis chrysomelas,Mammalia
Piliocolobus parmentieri,Mammalia
Piliocolobus tholloni,Mammalia
Piliocolobus oustaleti,Mammalia
Piliocolobus foai,Mammalia
Piliocolobus langi,Mammalia
Piliocolobus semlikiensis,Mammalia
Piliocolobus rufomitratus,Mammalia
Piliocolobus preussi,Mammalia
Piliocolobus epieni,Mammalia
Piliocolobus bouvieri,Mammalia
Piliocolobus pennantii,Mammalia
Piliocolobus gordonorum,Mammalia
Piliocolobus waldronae,Mammalia
Piliocolobus badius,Mammalia
Colobus vellerosus,Mammalia
Piliocolobus kirkii,Mammalia
Cercopithecus lomamiensis,Mammalia
Cercopithecus denti,Mammalia
Cercopithecus roloway,Mammalia
Cercopithecus lowei,Mammalia
Allochrocebus solatus,Mammalia
Allochrocebus preussi,Mammalia
Chlorocebus djamdjamensis,Mammalia
Chlorocebus sabaeus,Mammalia
Miopithecus ogouensis,Mammalia
Chlorocebus tantalus,Mammalia
Papio papio,Mammalia
Chlorocebus pygerythrus,Mammalia
Papio cynocephalus,Mammalia
Papio anubis,Mammalia
Papio ursinus,Mammalia
Rungwecebus kipunji,Mammalia
Lophocebus aterrimus,Mammalia
Cercocebus atys,Mammalia
Cercocebus sanjei,Mammalia
Macaca munzala,Mammalia
Macaca leonina,Mammalia
Macaca siberu,Mammalia
Macaca pagensis,Mammalia
Macaca nigrescens,Mammalia
Macaca hecki,Mammalia
Lagothrix lagothricha,Mammalia
Alouatta ululata,Mammalia
Ateles hybridus,Mammalia
Alouatta guariba,Mammalia
Alouatta nigerrima,Mammalia
Alouatta discolor,Mammalia
Alouatta macconnelli,Mammalia
Alouatta arctoidea,Mammalia
Chiropotes utahickae,Mammalia
Chiropotes chiropotes,Mammalia
Aotus jorgehernandezi,Mammalia
Aotus azarae,Mammalia
Aotus zonalis,Mammalia
Aotus griseimembra,Mammalia
Cebus aequatorialis,Mammalia
Cebus malitiosus,Mammalia
Cebus leucocephalus,Mammalia
Cebus cesarae,Mammalia
Cebus versicolor,Mammalia
Cebus imitator,Mammalia
Cebus kaapori,Mammalia
Cebus brunneus,Mammalia
Cebus unicolor,Mammalia
Cebus cuscinus,Mammalia
Cebus yuracus,Mammalia
Sapajus macrocephalus,Mammalia
Sapajus flavius,Mammalia
Sapajus xanthosternos,Mammalia
Sapajus robustus,Mammalia
Sapajus apella,Mammalia
Sapajus cay,Mammalia
Sapajus nigritus,Mammalia
Saimiri macrodon,Mammalia
Saimiri cassiquiarensis,Mammalia
Sapajus libidinosus,Mammalia
Saguinus martinsi,Mammalia
Saguinus niger,Mammalia
Mico humeralifer,Mammalia
Mico saterei,Mammalia
Mico mauesi,Mammalia
Mico acariensis,Mammalia
Mico nigriceps,Mammalia
Mico marcai,Mammalia
Mico rondoni,Mammalia
Mico intermedius,Mammalia
Mico melanurus,Mammalia
Mico emiliae,Mammalia
Mico leucippe,Mammalia
Mico argentatus,Mammalia
Tarsius wallacei,Mammalia
Tarsius tumpara,Mammalia
Tarsius lariang,Mammalia
Tarsius sangirensis,Mammalia
Tarsius pelengensis,Mammalia
Cebuella pygmaea,Mammalia
Tarsius dentatus,Mammalia
Tarsius fuscus,Mammalia
Tarsius tarsier,Mammalia
Cephalopachus bancanus,Mammalia
Nycticebus borneanus,Mammalia
Nycticebus kayan,Mammalia
Carlito syrichta,Mammalia
Nycticebus bancanus,Mammalia
Nycticebus javanicus,Mammalia
Loris lydekkerianus,Mammalia
Nycticebus menagensis,Mammalia
Nycticebus bengalensis,Mammalia
Sciurocheirus makandensis,Mammalia
Sciurocheirus gabonensis,Mammalia
Sciurocheirus alleni,Mammalia
Galagoides thomasi,Mammalia
Propithecus perrieri,Mammalia
Propithecus edwardsi,Mammalia
Avahi unicolor,Mammalia
Propithecus coronatus,Mammalia
Propithecus coquereli,Mammalia
Propithecus candidus,Mammalia
Avahi cleesei,Mammalia
Avahi occidentalis,Mammalia
Avahi ramanantsoavani,Mammalia
Avahi meridionalis,Mammalia
Avahi betsileo,Mammalia
Avahi peyrierasi,Mammalia
Avahi mooreorum,Mammalia
Varecia rubra,Mammalia
Eulemur flavifrons,Mammalia
Eulemur collaris,Mammalia
Eulemur cinereiceps,Mammalia
Eulemur sanfordi,Mammalia
Eulemur albifrons,Mammalia
Eulemur rufus,Mammalia
Eulemur rufifrons,Mammalia
Hapalemur alaotrensis,Mammalia
Prolemur simus,Mammalia
Lepilemur petteri,Mammalia
Hapalemur occidentalis,Mammalia
Hapalemur meridionalis,Mammalia
Lepilemur randrianasoloi,Mammalia
Lepilemur ahmansonorum,Mammalia
Lepilemur hubbardi,Mammalia
Lepilemur otto,Mammalia
Lepilemur aeeclis,Mammalia
Lepilemur grewcockorum,Mammalia
Lepilemur sahamalazensis,Mammalia
Lepilemur mittermeieri,Mammalia
Lepilemur tymerlachsoni,Mammalia
Lepilemur milanoii,Mammalia
Lepilemur scottorum,Mammalia
Lepilemur seali,Mammalia
Lepilemur hollandorum,Mammalia
Lepilemur fleuretae,Mammalia
Lepilemur wrightae,Mammalia
Lepilemur jamesorum,Mammalia
Lepilemur betsileo,Mammalia
Phaner electromontis,Mammalia
Phaner pallescens,Mammalia
Phaner parienti,Mammalia
Cheirogaleus lavasoensis,Mammalia
Cheirogaleus minusculus,Mammalia
Cheirogaleus sibreei,Mammalia
Mirza zaza,Mammalia
Mirza coquereli,Mammalia
Microcebus tanosi,Mammalia
Microcebus mittermeieri,Mammalia
Microcebus marohita,Mammalia
Microcebus macarthurii,Mammalia
Microcebus simmonsi,Mammalia
Microcebus lehilahytsara,Mammalia
Microcebus gerpi,Mammalia
Microcebus jollyae,Mammalia
Microcebus arnholdi,Mammalia
Microcebus mamiratra,Mammalia
Microcebus tavaratra,Mammalia
Microcebus sambiranensis,Mammalia
Microcebus margotmarshae,Mammalia
Microcebus danfossi,Mammalia
Microcebus bongolavensis,Mammalia
Microcebus ravelobensis,Mammalia
Microcebus myoxinus,Mammalia
Microcebus griseorufus,Mammalia
Microcebus berthae,Mammalia
Antechinus arktos,Mammalia
Inia araguaiaensis,Mammalia
Leopardus guttulus,Mammalia
Tapirus kabomani,Mammalia
Antechinus mysticus,Mammalia
Antechinus argentus,Mammalia
Biswamoyopterus laoensis,Mammalia
Neofelis diardi,Mammalia
Urocitellus washingtoni,Mammalia
Urocitellus undulatus,Mammalia
Urocitellus richardsonii,Mammalia
Urocitellus parryii,Mammalia
Petaurista caniceps,Mammalia
Urocitellus townsendii,Mammalia
Urocitellus mollis,Mammalia
Urocitellus elegans,Mammalia
Urocitellus canus,Mammalia
Urocitellus beldingi,Mammalia
Urocitellus brunneus,Mammalia
Urocitellus armatus,Mammalia
Urocitellus columbianus,Mammalia
Xerospermophilus tereticaudus,Mammalia
Xerospermophilus spilosoma,Mammalia
Callospermophilus madrensis,Mammalia
Ictidomys tridecemlineatus,Mammalia
Otospermophilus variegatus,Mammalia
Xerospermophilus mohavensis,Mammalia
Spermophilus taurensis,Mammalia
Callospermophilus saturatus,Mammalia
Callospermophilus lateralis,Mammalia
Poliocitellus franklinii,Mammalia
Otospermophilus beecheyi,Mammalia
Ictidomys mexicanus,Mammalia
Otospermophilus atricapillus,Mammalia
Notocitellus annulatus,Mammalia
Notocitellus adocetus,Mammalia
Spermophilus ralli,Mammalia
Ictidomys parvidens,Mammalia
Spermophilus pallidicauda,Mammalia
Spermophilus brevicauda,Mammalia
Tamiops rodolphii,Mammalia
Tamiops mcclellandii,Mammalia
Prosciurillus rosenbergii,Mammalia
Petinomys mindanensis,Mammalia
Dremomys gularis,Mammalia
Eoglaucomys fimbriatus,Mammalia
Hylopetes platyurus,Mammalia
Tapirella bairdii,Mammalia
Acrocodia indica,Mammalia
Equus hartmannae,Mammalia
Ceratotherium cottoni,Mammalia
Bassaricyon medius,Mammalia
Equus ferus,Mammalia
Bassaricyon neblina,Mammalia
Equus africanus,Mammalia
Chaetodipus dalquesti,Mammalia
Heteromys oasicus,Mammalia
Chaetodipus rudinoris,Mammalia
Heteromys teleus,Mammalia
Cratogeomys fumosus,Mammalia
Cratogeomys merriami,Mammalia
Cratogeomys goldmani,Mammalia
Cratogeomys castanops,Mammalia
Cratogeomys perotensis,Mammalia
Cephalophus brookei,Mammalia
Naemorhedus griseus,Mammalia
Capricornis thar,Mammalia
Capricornis sumatraensis,Mammalia
Oryx beisa,Mammalia
Capricornis swinhoei,Mammalia
Xerospermophilus perotensis,Mammalia
Sus verrucosus,Mammalia
Axis kuhlii,Mammalia
Madoqua saltiana,Mammalia
Philantomba maxwellii,Mammalia
Hippopotamus laloumena,Mammalia
Capricornis rubidus,Mammalia
Cratogeomys fulvescens,Mammalia
Capricornis milneedwardsii,Mammalia
Philantomba monticola,Mammalia
Vicugna pacos,Mammalia
Nanger soemmerringii,Mammalia
Capricornis crispus,Mammalia
Nanger granti,Mammalia
Pseudoryx nghetinhensis,Mammalia
Nanger dama,Mammalia
Gazella erlangeri,Mammalia
Saiga borealis,Mammalia
Eudorcas thomsonii,Mammalia
Eudorcas rufina,Mammalia
Eudorcas rufifrons,Mammalia
Damaliscus superstes,Mammalia
Perognathus alticolus,Mammalia
Damaliscus korrigum,Mammalia
Alcelaphus lichtensteinii,Mammalia
Beatragus hunteri,Mammalia
Alcelaphus caama,Mammalia
Rusa timorensis,Mammalia
Rusa unicolor,Mammalia
Rusa alfredi,Mammalia
Rucervus duvaucelii,Mammalia
Rucervus schomburgki,Mammalia
Muntiacus vuquangensis,Mammalia
Muntiacus truongsonensis,Mammalia
Rucervus eldii,Mammalia
Muntiacus rooseveltorum,Mammalia
Muntiacus putaoensis,Mammalia
Muntiacus puhoatensis,Mammalia
Mazama temama,Mammalia
Mazama gouazoubira,Mammalia
Mazama pandora,Mammalia
Mazama bororo,Mammalia
Moschus leucogaster,Mammalia
Moschus cupreus,Mammalia
Moschus anhuiensis,Mammalia
Tragulus williamsoni,Mammalia
Tragulus versicolor,Mammalia
Tragulus nigricans,Mammalia
Tragulus kanchil,Mammalia
Alces americanus,Mammalia
Sus oliveri,Mammalia
Sus ahoenobarbus,Mammalia
Babyrousa togeanensis,Mammalia
Babyrousa bolabatuensis,Mammalia
Babyrousa celebensis,Mammalia
Sphiggurus insidiosus,Mammalia
Mesocapromys melanurus,Mammalia
Phyllomys blainvilii,Mammalia
Chinchilla lanigera,Mammalia
Capromys gundlachianus,Mammalia
Trinomys yonenagae,Mammalia
Trinomys setosus,Mammalia
Trinomys myosuros,Mammalia
Trinomys paratus,Mammalia
Trinomys moojeni,Mammalia
Trinomys mirapitanga,Mammalia
Trinomys iheringi,Mammalia
Trinomys gratiosus,Mammalia
Trinomys eliasi,Mammalia
Trinomys dimidiatus,Mammalia
Trinomys albispinus,Mammalia
Thrichomys pachyurus,Mammalia
Thrichomys inermis,Mammalia
Proechimys pattoni,Mammalia
Proechimys roberti,Mammalia
Proechimys guyannensis,Mammalia
Proechimys kulinae,Mammalia
Proechimys gardneri,Mammalia
Proechimys echinothrix,Mammalia
Mesomys occultus,Mammalia
Phyllomys unicolor,Mammalia
Phyllomys thomasi,Mammalia
Phyllomys pattoni,Mammalia
Phyllomys nigrispinus,Mammalia
Phyllomys mantiqueirensis,Mammalia
Phyllomys medius,Mammalia
Phyllomys lundi,Mammalia
Phyllomys lamarum,Mammalia
Phyllomys kerri,Mammalia
Phyllomys dasythrix,Mammalia
Phyllomys brasiliensis,Mammalia
Makalata rhipidura,Mammalia
Makalata occasius,Mammalia
Makalata obscura,Mammalia
Makalata macrura,Mammalia
Makalata grandis,Mammalia
Isothrix sinnamariensis,Mammalia
Makalata didelphoides,Mammalia
Callistomys pictus,Mammalia
Isothrix negrensis,Mammalia
Cuscomys oblativa,Mammalia
Cuscomys ashaninka,Mammalia
Abrocoma vaccarum,Mammalia
Abrocoma uspallata,Mammalia
Abrocoma shistacea,Mammalia
Abrocoma famatina,Mammalia
Abrocoma budini,Mammalia
Salinoctomys loschalchalerosorum,Mammalia
Octodon pacificus,Mammalia
Pipanacoctomys aureus,Mammalia
Aconaemys porteri,Mammalia
Ctenomys yolandae,Mammalia
Ctenomys viperinus,Mammalia
Ctenomys tulduco,Mammalia
Ctenomys sylvanus,Mammalia
Ctenomys scagliai,Mammalia
Ctenomys roigi,Mammalia
Ctenomys rionegrensis,Mammalia
Ctenomys pilarensis,Mammalia
Ctenomys perrensi,Mammalia
Ctenomys pundti,Mammalia
Ctenomys osvaldoreigi,Mammalia
Ctenomys johannis,Mammalia
Ctenomys lami,Mammalia
Ctenomys juris,Mammalia
Ctenomys goodfellowi,Mammalia
Ctenomys fodax,Mammalia
Ctenomys fochi,Mammalia
Ctenomys flamarioni,Mammalia
Ctenomys famosus,Mammalia
Ctenomys coyhaiquensis,Mammalia
Ctenomys dorbignyi,Mammalia
Ctenomys coludo,Mammalia
Ctenomys budini,Mammalia
Cuniculus taczanowskii,Mammalia
Ctenomys bergi,Mammalia
Cuniculus paca,Mammalia
Kerodon acrobata,Mammalia
Myoprocta pratti,Mammalia
Hydrochoerus isthmius,Mammalia
Cavia intermedia,Mammalia
Lagostomus crassus,Mammalia
Chinchilla chinchilla,Mammalia
Hydrochoerus hydrochaeris,Mammalia
Sphiggurus roosmalenorum,Mammalia
Sphiggurus melanurus,Mammalia
Sphiggurus pruinosus,Mammalia
Coendou nycthemera,Mammalia
Cryptomys darlingi,Mammalia
Cryptomys kafuensis,Mammalia
Cryptomys anselli,Mammalia
Sphiggurus ichillus,Mammalia
Cryptomys amatus,Mammalia
Mesoplodon hotaula,Mammalia
Sotalia guianensis,Mammalia
Sylvilagus varynaensis,Mammalia
Sylvilagus cognatus,Mammalia
Manis crassicaudata,Mammalia
Orcaella heinsohni,Mammalia
Lepus tibetanus,Mammalia
Lepus microtis,Mammalia
Viverricula indica,Mammalia
Balaenoptera omurai,Mammalia
Ochotona turuchanensis,Mammalia
Ochotona nigritia,Mammalia
Ochotona argentata,Mammalia
Lepus habessinicus,Mammalia
Galeopterus variegatus,Mammalia
Manis culionensis,Mammalia
Bradypus pygmaeus,Mammalia
Tupaia moellendorffi,Mammalia
Ictonyx libycus,Mammalia
Calyptophractus retusus,Mammalia
Aonyx cinereus,Mammalia
Spilogale angustifrons,Mammalia
Mustela subpalmata,Mammalia
Mustela itatsi,Mammalia
Neovison vison,Mammalia
Meles leucurus,Mammalia
Mustela eversmanii,Mammalia
Neovison macrodon,Mammalia
Meles anakuma,Mammalia
Lutra nippon,Mammalia
Lycalopex vetulus,Mammalia
Lycalopex sechurae,Mammalia
Lycalopex gymnocercus,Mammalia
Lycalopex fulvipes,Mammalia
Lycalopex culpaeus,Mammalia
Hyaena brunnea,Mammalia
Proteles cristata,Mammalia
Herpestes fuscus,Mammalia
Herpestes edwardsi,Mammalia
Galerella ochracea,Mammalia
Crossarchus platycephalus,Mammalia
Genetta poensis,Mammalia
Poiana leightoni,Mammalia
Genetta piscivora,Mammalia
Genetta pardina,Mammalia
Genetta bourloni,Mammalia
Genetta cristata,Mammalia
Puma yagouaroundi,Mammalia
Leopardus pajeros,Mammalia
Leopardus jacobitus,Mammalia
Leopardus guigna,Mammalia
Prionailurus iriomotensis,Mammalia
Leopardus geoffroyi,Mammalia
Leopardus braccatus,Mammalia
Leopardus colocolo,Mammalia
Talpa davidiana,Mammalia
Sylvisorex pluvialis,Mammalia
Sylvisorex konganensis,Mammalia
Sylvisorex camerunensis,Mammalia
Suncus megalura,Mammalia
Suncus aequatorius,Mammalia
Sorex orizabae,Mammalia
Sorex veraecrucis,Mammalia
Sorex maritimensis,Mammalia
Sorex bairdi,Mammalia
Sorex averini,Mammalia
Sorex arunchi,Mammalia
Sorex antinorii,Mammalia
Solenodon arredondoi,Mammalia
Notiosorex villai,Mammalia
Notiosorex evotis,Mammalia
Notiosorex cockrumi,Mammalia
Nesophontes superstes,Mammalia
Nesiotites hidalgo,Mammalia
Nesiotites similis,Mammalia
Myosorex zinki,Mammalia
Neomys teres,Mammalia
Myosorex kihaulei,Mammalia
Mogera uchidai,Mammalia
Mogera imaizumii,Mammalia
Episoriculus macrurus,Mammalia
Episoriculus fumidus,Mammalia
Episoriculus leucops,Mammalia
Episoriculus caudatus,Mammalia
Dymecodon pilirostris,Mammalia
Cryptotis tropicalis,Mammalia
Cryptotis tamensis,Mammalia
Cryptotis phillipsii,Mammalia
Cryptotis peruviensis,Mammalia
Cryptotis peregrina,Mammalia
Cryptotis obscura,Mammalia
Cryptotis orophila,Mammalia
Cryptotis nelsoni,Mammalia
Cryptotis merriami,Mammalia
Cryptotis medellinia,Mammalia
Cryptotis mera,Mammalia
Cryptotis mayensis,Mammalia
Cryptotis griseoventris,Mammalia
Cryptotis equatoris,Mammalia
Cryptotis brachyonyx,Mammalia
Cryptotis alticola,Mammalia
Crocidura wuchihensis,Mammalia
Crocidura watasei,Mammalia
Crocidura vosmaeri,Mammalia
Cryptotis colombiana,Mammalia
Crocidura vorax,Mammalia
Crocidura virgata,Mammalia
Crocidura tanakae,Mammalia
Crocidura trichura,Mammalia
Crocidura shantungensis,Mammalia
Crocidura rapax,Mammalia
Crocidura ramona,Mammalia
Crocidura orientalis,Mammalia
Crocidura negligens,Mammalia
Crocidura musseri,Mammalia
Crocidura lepidura,Mammalia
Crocidura jouvenetae,Mammalia
Crocidura katinka,Mammalia
Crocidura ichnusae,Mammalia
Crocidura hutanis,Mammalia
Crocidura hilliana,Mammalia
Crocidura gmelini,Mammalia
Crocidura foetida,Mammalia
Crocidura brunnea,Mammalia
Crocidura caspica,Mammalia
Crocidura arispa,Mammalia
Crocidura baluensis,Mammalia
Congosorex verheyeni,Mammalia
Chodsigoa sodalis,Mammalia
Chodsigoa smithii,Mammalia
Chodsigoa salenskii,Mammalia
Chodsigoa parca,Mammalia
Chodsigoa parva,Mammalia
Chodsigoa lamula,Mammalia
Chimarrogale platycephalus,Mammalia
Chodsigoa caovansunga,Mammalia
Chodsigoa hypsibia,Mammalia
Blarina peninsulae,Mammalia
Blarinella griselda,Mammalia
Anourosorex yamashinai,Mammalia
Anourosorex schmidi,Mammalia
Anourosorex assamensis,Mammalia
Paraechinus nudiventris,Mammalia
Paraechinus micropus,Mammalia
Paraechinus hypomelas,Mammalia
Paraechinus aethiopicus,Mammalia
Neohylomys hainanensis,Mammalia
Neotetracus sinensis,Mammalia
Hylomys parvus,Mammalia
Erinaceus roumanicus,Mammalia
Hylomys megalotis,Mammalia
Neamblysomus julianae,Mammalia
Calcochloris leucorhinus,Mammalia
Neamblysomus gunningi,Mammalia
Calcochloris tytonis,Mammalia
Amblysomus robustus,Mammalia
Amblysomus septentrionalis,Mammalia
Amblysomus marleyi,Mammalia
Amblysomus corriae,Mammalia
Carpitalpa arendsi,Mammalia
Hemicentetes nigriceps,Mammalia
Microgale soricoides,Mammalia
Microgale taiva,Mammalia
Microgale nasoloi,Mammalia
Microgale monticola,Mammalia
Microgale drouhardi,Mammalia
Microgale fotsifotsy,Mammalia
Microgale gymnorhyncha,Mammalia
Trichosurus johnstonii,Mammalia
Trichosurus cunninghami,Mammalia
Thylogale lanatus,Mammalia
Thylogale calabyi,Mammalia
Thylogale browni,Mammalia
Spilocuscus papuensis,Mammalia
Strigocuscus pelengensis,Mammalia
Spilocuscus kraemeri,Mammalia
Pseudochirulus mayeri,Mammalia
Pseudochirulus schlegeli,Mammalia
Pseudochirulus larvatus,Mammalia
Pseudochirulus forbesi,Mammalia
Pseudochirulus herbertensis,Mammalia
Pseudochirulus cinereus,Mammalia
Pseudochirulus caroli,Mammalia
Pseudochirulus canescens,Mammalia
Phalanger mimicus,Mammalia
Phalanger intercastellanus,Mammalia
Pseudochirops coronatus,Mammalia
Phalanger gymnotis,Mammalia
Phalanger matabiru,Mammalia
Potorous gilbertii,Mammalia
Phalanger alexandrae,Mammalia
Petrogale sharmani,Mammalia
Petrogale purpureicollis,Mammalia
Petrogale herberti,Mammalia
Petrogale mareeba,Mammalia
Petaurus biacensis,Mammalia
Petrogale coenensis,Mammalia
Dendrolagus stellarum,Mammalia
